prediction_id,environment_id,predictor,uq_quantile,fidelity_delta_cosine,support_cells,perturbation_novelty
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxb9__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.42884967,87,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__pou3f2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.23194213,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__glb1l2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.39098728,62,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c3orf72__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.41939202,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-igdcc3__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.48179123,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-foxf1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.4905621,18,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-tgfbr2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.3393374,37,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-runx1t1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.35886186,155,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__snai1-ubash3b__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.37591594,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k3__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.025549233,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2-zbtb25__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.59049636,49,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-ptpn12__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.49342,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-ptpn12__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.3298046,43,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__celf2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.117093846,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-foxa1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.35511,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-cnn1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.45150912,60,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__atl1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.45159942,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kif18b__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.38344252,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__midn__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.48567376,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-ubash3b__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.5789024,52,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.38850033,102,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fev-map7d1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.29089448,36,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.34567997,101,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c19orf26__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.18491375,114,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-prtg__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.48571855,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__s1pr2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.30918658,66,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ier5l__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.52086526,66,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.23467101,97,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-snai1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.3768283,37,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.29602838,59,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.5185721,50,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-ets2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.39740136,108,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1-ubash3a__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.50081646,22,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn9__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.27107662,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k5__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.18741697,49,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__znf318__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.26617518,67,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-prtg__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.42171493,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-cebpe__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.32987875,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-s1pr2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.5462505,55,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1-foxl2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.5094853,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.3225389,106,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpa__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.52120537,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__slc38a2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,-0.16157916,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-ptpn9__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.4754918,41,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hnf4a__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.43644395,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__isl2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.16847925,73,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2-set__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.4904167,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tsc22d1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.16078478,52,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbfa2t3__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.45810714,80,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-ubash3b__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.23215188,59,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tp73__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.60483223,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lhx1-elmsan1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.41067114,88,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-osr2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.2871972,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kif2c__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.13486977,89,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.339009,85,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zc3hav1-hoxc13__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.33083013,97,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rreb1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.2426792,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ahr__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.35505962,62,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__znf318-foxl2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.4406548,29,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-mapk1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.27376363,55,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.57779795,20,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-mapk1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.14303581,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-cnn1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.50191367,36,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-snai1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.49305558,17,0.4082482904638631
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__bpgm-samd1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.32616618,25,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__stil__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.4433202,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-hoxb9__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.6203249,53,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-ets2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.018047974,35,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-elmsan1__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.546443,22,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1-foxl2__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.518518,22,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-cebpb__mean-global__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,7.2632190586841e-05,0.3722116,10,0.35355339059327373
